,planet_ID,planet_radius,planet_temp,log_H2O,log_CO2,log_CO,log_CH4,log_NH3
36,train37,0.9816500567022964,574.5037736048514,-3.884289215431736,-8.632363851275029,-4.525152407926582,-4.08906622388427,-4.206711256226066
37,train38,1.3648377446561653,1807.0496946794503,-4.023030226915846,-7.943675194018033,-3.58518073091712,-6.807958386837905,-8.60324514847209
38,train39,1.1421136653144792,1724.1254769886243,-4.494566818075331,-5.968829622898769,-5.317456134399072,-5.465394470454852,-6.933235443262787
39,train40,1.8198770126157584,827.3578266261907,-7.31857374180019,-7.913589621217628,-3.2694586722771337,-6.028076035065848,-5.377247553358583
40,train41,0.2473209843926363,751.6778179379418,-6.433391123206942,-7.524414683449382,-4.331303215590977,-7.2113980986509745,-5.449603119327791
41,train42,1.5827873605040317,1335.0299951513364,-8.582376549810997,-5.139926220006307,-5.254712084913349,-7.979309404986284,-8.62145164470973
42,train43,0.6469842775635563,1501.006769774255,-4.895181640168244,-7.245568532089138,-5.84490428197094,-4.269703873691208,-5.98639485187535
43,train44,0.2666384606984849,1172.2782363215656,-6.316633056954228,-7.961215682988147,-4.240562489271729,-6.857668758744152,-6.486600142158408
44,train45,0.3294184262276399,1257.222997110205,-7.772835240495715,-8.853640907729504,-5.95721558866876,-8.34543967319319,-8.059627020708001
45,train46,0.3251729635049081,681.3566023397781,-5.425147577948356,-8.019904226613884,-5.147951910442319,-4.041214064955516,-8.709106580544695
46,train47,0.2349492409646723,679.952577424567,-3.862154702369664,-5.673394354186019,-5.58334856360927,-3.940698134810943,-8.278878810163457
47,train48,0.2768531332571824,618.7774981046975,-5.327773981493083,-5.905478121735571,-5.77358106032961,-8.986763130426743,-6.224569101261536
48,train49,1.339064900282786,1192.1604123045597,-4.807172779567938,-5.883640110234095,-5.324810236443598,-6.028992579544083,-8.466076385287856
49,train50,0.1866889051158557,528.7069956380632,-7.451301172901926,-6.654544123737139,-4.770988536219536,-5.436556483637117,-8.354599796942829
50,train51,1.3101323414992565,907.379563207158,-7.789601468382257,-8.390039662769945,-4.481160825163819,-4.3163126103902965,-5.362852674558063
51,train52,0.2367487823041019,814.9108454241536,-3.3297600986723825,-6.874994303016454,-3.913816850699427,-8.459500047154066,-3.632908877680064
52,train53,1.3462309602225917,544.3724311729104,-3.6305354086461854,-8.354881173681969,-5.2236132735847045,-4.679103212968942,-8.230367744201422
53,train54,0.9402628485841564,1590.1722283195236,-4.312952352830376,-5.529317433505904,-5.376080597167892,-3.9140113830708367,-4.841350519774215
54,train55,0.3031730521900799,1417.4127746354288,-5.351827370445399,-6.094042407305047,-5.523301072611995,-5.971114348342125,-3.1561783776505417
55,train56,0.2640313789664096,835.1929163188355,-7.720569429066238,-6.178444492412997,-4.164214535674483,-4.465092081819668,-6.1932899132139045
56,train57,1.1133316038734506,551.8456179547575,-5.170282760061316,-7.396115929551529,-4.075915591606488,-6.498671869458193,-6.876949002570142
57,train58,0.8435584572947499,1094.422517661459,-6.908532808298396,-7.466568874152317,-3.881353389061088,-3.0862689233161307,-4.209549559621444
58,train59,0.2059169777438362,1521.4136982560465,-7.894440722071845,-5.163176803277162,-4.360145362328238,-4.251323651820241,-7.586058231295768
59,train60,1.530547421426902,904.4850479171668,-6.535356178103559,-6.813539043435866,-3.559118604638221,-4.294949046922257,-4.189173161744399
60,train61,0.6884313875239061,649.4102255978873,-5.205796981525311,-5.229728603774531,-4.912621380476776,-7.907946311905821,-7.672916847842041
61,train62,1.0773968470538535,775.5642692493252,-8.666912601475552,-7.078458735338793,-5.695933361643651,-4.737548378606352,-7.576630467553523
62,train63,0.9842852388918948,2027.1484391861252,-8.651305303229417,-6.59506027264674,-4.337198070323812,-3.116213325525708,-8.002965866031904
63,train64,0.6663310020849428,1194.1975956810727,-6.219447394092311,-5.969989448172775,-5.349151635993373,-4.247299022725505,-6.853630472142893
64,train65,0.1707699271606883,729.7045999556926,-4.951646589149727,-5.825136104617886,-5.900273867714632,-4.745979631769635,-8.8636762384121
65,train66,1.123704776423902,1474.4021483835784,-5.994788273047769,-6.963617644172498,-4.235761540366919,-3.203318329179045,-7.255374712675399
66,train67,1.6938381070994444,1417.9555413323756,-3.2129141470386067,-8.126353710307264,-5.254203710040603,-6.738404900140919,-3.6094979322597593
67,train68,0.1694368963330775,589.8115280144244,-5.658331931262676,-7.149830418758882,-5.3875858776252326,-7.824137540674362,-8.556008682958794
68,train69,0.9617366190035648,601.6359686554167,-4.056343040581874,-6.90052616937728,-3.6513522367651134,-8.916202370568369,-4.10823218459517
69,train70,1.3740225246611215,596.5687635630832,-6.627426266139922,-5.536704724257233,-3.867697820400749,-8.486091779575226,-8.10553124937405
70,train71,0.1775361638046535,1762.3904641487593,-6.768922747638121,-5.016081508493562,-3.337588837607425,-7.967347395075331,-8.051599650841604
71,train72,1.1731775413029466,2116.596940620116,-4.076363937526297,-7.568027689841161,-3.4623677286083137,-6.07394003010911,-3.931811097484168
72,train73,0.2198729969850458,1756.0001579170898,-3.015752472220008,-5.312334262533685,-3.9974485082828055,-4.233305895677862,-8.722481934215551
73,train74,0.2575966748780394,625.6118961112908,-8.834817471338265,-7.883290495227807,-4.312147798664171,-3.374705976130436,-7.146709858616997
74,train75,0.4345702258052804,1652.3796171049878,-6.343242968488694,-5.2225084292053,-4.356571852890154,-6.343041451689827,-3.169864848846677
75,train76,0.2770855474016195,693.9362958069513,-6.412385608207072,-5.934277351432555,-4.672192037346064,-3.150289787239199,-8.514958203640916
76,train77,1.317575657185076,1790.8943119089652,-3.774932771395543,-7.07054029220812,-5.098425946496701,-6.262136573354005,-3.469419894400028
77,train78,1.1382651951803822,1089.2921962265234,-6.469480215323678,-6.060217733521411,-5.453419109008982,-3.1248255668490668,-8.07603453468431
78,train79,1.1802416366755508,968.7874559814796,-5.394875573495711,-8.81855898951457,-4.241147977164013,-6.155080502728158,-5.673181228712839
79,train80,0.2161466952674979,858.828677835114,-8.870189344500709,-7.623442432561408,-3.866109207545568,-3.1399927057289734,-3.3706358673271293
80,train81,0.2249927981826518,836.7668664941485,-7.899519145691952,-7.913927394924666,-3.530381437370774,-5.76946807744747,-3.2127397041683547
81,train82,0.7356642670137987,1902.486099522619,-8.725049889262655,-5.743313734928304,-3.71124573963759,-4.225404848407755,-3.586179792945229
82,train83,1.1210686354031856,582.8848124091602,-6.4169419321678784,-6.141218671840052,-5.706073470495106,-7.633392666364121,-3.735735201009292
83,train84,1.3796890407174196,982.2925114237648,-5.891482397797514,-6.921094902862869,-4.374099501668935,-3.84680636013408,-8.8137095561978
84,train85,0.3062118476464419,1519.0271876576578,-4.922512621588028,-5.8735750583783215,-3.4764170782085486,-4.184400700880059,-4.3191419476548045
85,train86,0.7729302279680557,1159.2148571675043,-4.385382005927731,-6.854016387657634,-5.4546585784532375,-3.1109688945858167,-6.0048066262857045
86,train87,0.9781435321329972,1472.5844103002066,-5.308851688846671,-6.161434194276222,-5.817746868021568,-8.876946648381077,-6.4191693699911125
87,train88,0.2136823654008446,1901.9342657753857,-3.0492618178887803,-8.100357981435774,-4.69342207529713,-5.709910772495562,-6.085104201721647
88,train89,0.1717159026293164,1215.786633778548,-4.385549201260941,-8.583331384608993,-5.280246987290648,-8.811407313627218,-7.207336931058377
89,train90,0.1925954406517753,903.3674526296552,-5.211521502806472,-5.490327243518069,-3.1081471144264343,-8.153619745553758,-3.9038921773169184
90,train91,0.4915017796555369,1220.0409663993112,-5.070827755914207,-8.992870382016616,-4.54821357137568,-8.02057503602027,-8.3820875821479
91,train92,0.7921566874036426,1053.518200732096,-8.874044753543657,-6.351733985985796,-5.965730293388243,-6.1129855197777765,-6.591750707506784
92,train93,1.2658636710937583,997.2487805291344,-5.687388051815496,-5.539904792235635,-4.286294304872889,-8.431671365537886,-3.928343668115237
93,train94,0.2956317604780445,947.7813110414418,-4.7865722287396615,-8.715302851680365,-3.4887516938823167,-5.409226421196966,-6.3127742026224825
94,train95,0.8879124218240839,2033.717447591337,-3.984021052307204,-7.558647076415526,-5.459070423299028,-4.243220394990632,-5.204427602808878
95,train96,0.8564737751525492,639.694022690732,-4.247148421984333,-6.7378438643424445,-5.884524596506919,-6.033603825602249,-6.85643762931018
96,train97,1.3263488893038409,601.7937009557804,-5.279580444300699,-6.401081024717191,-5.708958859294216,-6.566219085494285,-6.044204805256203
97,train98,0.2206149314626635,1107.3868927910146,-7.379216132228407,-7.53337983758675,-3.7602001865687424,-4.399384047071462,-8.09123882690394
98,train99,0.6558227710570321,2036.001690687753,-4.535152662241169,-6.05858340713241,-4.071267633449343,-4.3360657792593935,-7.150099233706271
99,train100,1.395269797795606,1233.00305837607,-8.780875846443244,-7.11750232799596,-5.643020121534253,-3.871737086483103,-7.94047425670003
100,train101,1.1052826031485172,897.5558786780202,-8.728134215059422,-8.610014712605903,-5.839698055050215,-5.7409156210428725,-4.057912299689699
101,train102,0.1337511645126374,851.3929518562414,-4.3264594733818456,-5.893955454875022,-4.102277265676026,-3.612840833111658,-6.633622301026625
102,train103,0.2599106508956319,1216.378879004638,-5.8272715718279375,-8.925689984362737,-5.168285915067561,-4.505002153762495,-6.343951256127958
103,train104,0.1376339874261435,811.7977973485306,-4.708113760136906,-8.61120703801623,-4.357556906727163,-3.7001237373618094,-5.774157102895681
104,train105,0.5183780379020737,726.7333779847604,-8.36183431222116,-8.284068344788405,-4.380508254362857,-8.597707229026758,-7.76774784172696
105,train106,1.0663355390935938,715.2439255147759,-4.624548777449004,-8.217147584423651,-5.7159090065554485,-5.5495390871313335,-7.515698318300179
106,train107,0.151842213464544,729.1214774986885,-8.189118084809445,-5.201243750296642,-5.059701788288835,-5.073216467466427,-5.968530286466971
107,train108,1.5066976973468538,1179.0466934015767,-8.71484962593943,-6.982540779847811,-5.469868281933312,-6.628572529821998,-8.473199519840943
108,train109,0.2849200792851603,1310.6762050274829,-7.538726778284543,-5.569892634146177,-3.9590755701418634,-5.463056373595017,-4.919258172537013
109,train110,1.2513523896260788,988.2458396959322,-7.150629572941597,-7.729975080647608,-4.119473027344967,-7.840390647650071,-3.898008187711152
110,train111,0.7201227911247555,1390.8899024819275,-5.732301828207412,-5.85151049782635,-5.824462791105375,-3.691133631573254,-8.154591559872232
111,train112,1.1341993564899773,1610.9714454958323,-6.110527032528723,-7.94492802805844,-4.652188537039363,-3.863553299297494,-6.617510014523155
112,train113,0.3264875962671077,1004.1984928656468,-8.22317300390441,-6.158065698674848,-5.903929447345281,-7.265598552665559,-5.726194869915927
113,train114,0.2588496925263019,721.466564066132,-5.279374801515727,-6.138653736855561,-5.857404165597212,-7.333376020589958,-4.386464595558737
114,train115,0.3206000251304962,1368.5005497017655,-7.948567165724286,-8.20151079639516,-4.502508460451313,-3.8481404498043057,-5.613282937549642
115,train116,1.1601224361822349,797.4998998899118,-3.017916143830297,-5.2842592510523385,-4.828754513600071,-6.861620228634681,-3.372172843451807
116,train117,1.159156262079923,1592.5530760221789,-8.98030422377423,-8.27242734395923,-3.2943003994060547,-3.268679168671781,-5.354792269447045
117,train118,0.543998533556248,702.6223692526537,-3.828942771626808,-5.3800083899331685,-3.5594723435017035,-7.091889479072306,-4.323967541105168
118,train119,0.6618475568629368,1624.8539917413932,-5.361385457086767,-5.646935560422915,-4.560874552449918,-6.211407056455312,-6.831301175592629
119,train120,0.7029745928659576,1383.7530131296026,-5.655626131058039,-8.37673625035135,-3.509303195940329,-8.965720491706968,-7.979091706034749
120,train121,0.7480813093114813,1655.0176736742058,-4.346659820239034,-7.553276822809586,-3.535405265393184,-6.5327951037001695,-3.055930200849228
121,train122,0.5786800389335522,812.5779041507436,-5.1746506870991,-8.269000968191204,-5.858199752935299,-4.568456063626597,-4.103167443638824
122,train123,0.9593027114839328,581.5086675922013,-6.155423337230876,-5.369447137443414,-5.157692493610799,-7.801664330922681,-6.015031313086915
123,train124,0.6041255205766647,1845.4342860986796,-8.833716809784345,-8.40522667772712,-5.016052649326914,-5.417987775435323,-5.588026496355004
124,train125,0.1979153548027464,658.6726140231349,-6.961277268355683,-8.041317863795616,-4.514880995634212,-6.253963280501356,-6.064894519564899
125,train126,1.045520505454569,795.6128648528015,-3.4560813462708517,-6.1142705459791085,-4.314486819217434,-8.81270146075839,-8.80047495546524
126,train127,1.461909158219921,939.2379120242076,-6.690403129638361,-7.767102251210158,-3.22230739070437,-5.604938540909202,-6.810787625970811
127,train128,0.1603525012189115,912.1106072149324,-6.533939022656322,-8.707605440653223,-3.112279295078172,-3.8188782177721543,-6.934656982735101
128,train129,0.1611762725056351,1139.1003354166876,-3.593806205278881,-8.630728164838054,-3.528752152457613,-5.851319517535951,-5.259576080079451
129,train130,1.1939717005490678,1165.9738535157817,-4.92601829720412,-5.397253325253956,-5.502013057453545,-3.611489710778713,-3.097292564912012
130,train131,0.662062348506695,572.7827686473406,-3.058917567077636,-6.500334677734954,-3.055180031740298,-3.937256421843912,-5.949939385441642
131,train132,0.2140525885978993,803.6516387933221,-7.560013509219147,-6.494227419391378,-3.456901910639838,-6.716750794332782,-6.4763470846336775
132,train133,0.9311562578845796,837.5224296300676,-3.246084225195994,-5.158736469827195,-3.608442703148445,-4.545223778493017,-5.623152255495411
133,train134,0.6966194047367182,746.1496199078855,-3.133133426652087,-7.990762089271167,-4.325945733168616,-5.127091273445721,-4.169178456626166
134,train135,0.7593350140839972,1847.399540202463,-7.151788447607081,-8.905806583869325,-5.002529627221421,-5.442395977940954,-8.249103132272152
135,train136,0.954505767532704,689.5499688193399,-6.828839556853707,-5.568526485176788,-5.227034748186893,-4.733744721941614,-8.899619345240948
136,train137,1.0031678235184265,675.7282653040126,-3.827867418568932,-8.881526777403481,-4.104485835997685,-8.27114824623961,-3.4548840259577176
137,train138,0.7105491978701163,1341.597171673806,-5.291510622550043,-8.997849360678776,-4.795242786848898,-7.478556205852656,-3.364204379838488
138,train139,0.7668967633099413,1103.7223733300514,-3.997721907214863,-8.61848587687283,-3.31854765276714,-8.023187414790167,-8.115231315238407
139,train140,0.2596408369412172,779.03892231434,-3.365145003504577,-5.0613648188368,-3.2926305188313045,-6.6712823979555775,-5.113792977004426
140,train141,1.1247304917196188,636.9670072005296,-3.5815382056752894,-5.474074072530943,-3.234739872990204,-4.511609391813779,-4.068933299632054
141,train142,0.2451297552954228,810.7134620245715,-3.2298344814436915,-7.591048037598495,-3.5678613495137004,-4.009551324692067,-6.438208172664653
142,train143,0.2894884475440392,664.566879737735,-8.448227584303943,-8.375351359380833,-3.985627037748263,-4.250518218707449,-8.464773809877613
143,train144,0.1451521005827095,1184.9296414156752,-7.082246620903939,-5.165324240280396,-3.5710439743115048,-5.826763703497591,-6.886138466233613
144,train145,1.1327216176806525,1171.4116960339925,-3.063143661074154,-6.033851442944304,-3.4389120026350857,-5.074978584184624,-6.288362793000461
145,train146,0.1795812161711004,1070.3863032078011,-4.630684183915422,-5.063409842200256,-4.417497007514223,-5.953419402940062,-7.220904733868322
146,train147,0.190363317064535,1280.8830602992591,-3.082998980087428,-5.466522401478459,-5.429547475374468,-6.846326239784265,-7.169377208614599
147,train148,0.4028808822404073,689.5249022909209,-6.148040741168274,-7.044177116130358,-4.916158613242883,-7.793758213892017,-4.281730220686346
148,train149,0.7325845510485397,1530.4475007445142,-6.251657129068508,-5.390186104865688,-3.43402251614195,-6.686380577501641,-3.43350855822891
149,train150,0.6490243787673844,856.9310950211517,-5.016586817668983,-8.992553730949847,-5.645859500104232,-6.059030356841896,-4.798137001600759
150,train151,1.6537067762790425,1159.895732972073,-3.6426834962819497,-6.883929006902066,-4.008421846091405,-7.114529741426033,-5.503703418233955
151,train152,1.4076890004585267,806.4685113472132,-3.4118852205377177,-5.6446118374282594,-4.591101883045819,-5.853612861782513,-7.244240679143761
152,train153,0.1942017051715733,1527.6181449361966,-8.226687071684772,-6.60840445963538,-3.1035017910558564,-5.728410337753868,-6.787350575100772
153,train154,0.8742846337517918,830.0731224804726,-8.346911040055975,-7.302008880966213,-5.293970849900275,-3.1521458960470463,-4.155951045942011
154,train155,0.2612304892586428,546.314762806641,-3.887907633489165,-8.095781835348854,-3.663418114289764,-6.268992895952244,-6.364017736291664
155,train156,0.4933994900626033,1660.5967319490503,-3.313137321273542,-6.47566627876759,-4.172582092870138,-7.424980773088325,-7.73232799807065
156,train157,0.3705922063737182,598.7478666239816,-4.6053486846466,-7.702147707585112,-5.620268982012198,-5.101423723333186,-5.002430358080643
157,train158,0.9176603908856434,1350.6121640427857,-6.67217552043515,-6.684342185692305,-5.894136572835063,-6.315181556887443,-8.184981386767753
158,train159,0.2553225250069096,1333.9050322782457,-6.675116544217903,-6.308967337085722,-5.748327401769488,-4.034592555817454,-5.243248516777038
159,train160,0.1550161619877932,629.7257800912391,-5.028792147429778,-7.487140523244498,-5.172675230367665,-8.01077559287287,-7.10885016739994
160,train161,1.228253899720077,1620.9335938032548,-7.376576748379305,-8.37750470581723,-5.007600405902068,-4.806287565784678,-7.079587785634223
161,train162,1.371054480973361,1091.554589805059,-3.5528017232430003,-8.001823877149405,-3.219870733388277,-5.648724548751221,-8.891211111465376
162,train163,1.1212640253244746,750.5118567694883,-4.369819018687448,-8.631398454622031,-4.207717778499546,-3.0261214443277837,-8.881451307260132
163,train164,1.143741862434903,934.2684574655448,-6.4117733933596766,-5.9136337381950845,-3.6752870311344505,-5.072210917174094,-3.276948545283473
164,train165,0.2007806439336856,855.9778624593561,-5.295081635775439,-7.73913024270613,-4.796662430278982,-7.785289135809037,-8.516997174206239
165,train166,0.2562115290236677,1095.134725204938,-8.622701170518532,-6.003828552686589,-5.101643530288419,-3.599561921273565,-3.925078319187605
166,train167,1.2426526059603178,1732.8444902185404,-4.143381512481055,-5.122072375590028,-3.4316734125283976,-8.813430496133899,-4.242401978557561
167,train168,0.1510713521386487,609.6799119411777,-4.521203866617563,-5.916246360994083,-5.068101106199493,-8.749937643925792,-3.427165115589577
168,train169,0.4170653210507192,955.023034966492,-6.609777504546553,-5.979705437442647,-5.089421451904167,-3.798426307455912,-7.153853787111861
169,train170,0.4114053615995171,971.9675899256154,-3.5222963126794244,-5.472511857754611,-4.9821683692149445,-3.10715862498666,-7.031168439115989
170,train171,0.8129185557690018,1443.8700249262308,-5.1658601059894425,-8.040479320595278,-4.671839550508036,-3.8085553883223726,-4.204135383676964
171,train172,0.9179679992394004,729.1367242238115,-3.10922675820359,-7.26954235382034,-3.370960051664461,-8.885981114150363,-5.994178177654025
172,train173,0.1658719429598679,1545.1340910884146,-3.2304789040548325,-7.468766945157236,-4.672274748686317,-3.068875252666197,-5.489422937279705
173,train174,0.2034109450844308,1503.1633597288892,-3.1802066491685776,-7.66753106207943,-5.174886878097499,-4.361359436539245,-3.005994481101432
174,train175,1.176520867982092,1146.6725854393944,-3.042981982666624,-6.403690123388644,-5.442353478050884,-3.2787922658375184,-7.198446353964643
175,train176,0.9783659675531942,1346.9045585281067,-5.405287648514779,-7.295269227054373,-4.135568891244048,-4.6219776101859456,-4.628796391013296
176,train177,0.8853921747992217,780.1875889010369,-7.59550361943048,-6.623401072993569,-5.912944767332828,-8.568545311572654,-5.068004553719534
177,train178,0.2631273462037305,1826.6502479314788,-8.920997585853778,-8.950549779738749,-4.736203194202711,-7.665690299483919,-3.688752242860243
178,train179,0.1841765592344819,792.4515428223132,-4.900447875293208,-5.98288598517286,-3.474134167045393,-6.577742624938904,-4.343669619874783
179,train180,1.542910102069605,1045.9576601703752,-4.831847061508045,-5.348515004464755,-3.834647836949873,-7.362232991980446,-7.0929766130713645
180,train181,0.8542060490030946,1284.764918236755,-3.6508450936026726,-8.569338382965482,-5.725923893963175,-8.417262355490534,-8.598304988177805
181,train182,0.1905452947660671,1448.5381225872875,-8.458044860782183,-8.32440555492798,-5.05568723836337,-4.751517953446603,-6.393044384174295
182,train183,1.0055539961158992,765.285799572298,-7.719442076159428,-8.105694292722621,-3.207864163939437,-3.741564380417458,-3.1295398212088905
183,train184,1.3767738239188605,1028.1787612501753,-7.143200562576229,-7.353098279593519,-3.6155909508660873,-5.645352771852696,-3.72458782254893
184,train185,0.1780748315512407,1226.060526712302,-6.901488377483294,-8.44853234084915,-5.361019574197934,-5.715642350775008,-4.753390559315825
185,train186,1.2246540188323651,1765.7666758942612,-4.404578614680414,-5.271117073766748,-5.339557360819979,-7.175800410035747,-8.703257625931796
186,train187,0.2414272453909785,661.6694369689178,-8.485639354039316,-5.95002068755059,-3.148935018241876,-8.075152712366354,-8.546622323301866
187,train188,1.4767755756733172,1290.1774544665705,-7.512402411292854,-8.562660731801081,-3.0767847463497064,-3.656142362465927,-5.412816057736295
188,train189,1.0301878446526531,564.5533640668372,-5.4328659123948295,-5.873403115200999,-3.1564806483049908,-5.850138810516535,-3.0418962298121137
189,train190,1.262888766752812,874.2790635482249,-6.321681773404295,-8.975896835620864,-4.78234203367087,-8.783207283676875,-7.426561683699656
190,train191,1.2837965723876934,1259.149493979321,-4.898203005132467,-5.545325277834825,-4.673181621768193,-5.634326933618184,-8.838168089573706
191,train192,1.0832887485737015,1160.2684856781962,-5.843751532009116,-5.883282988940415,-4.264773957140136,-4.1250915204156415,-7.106243227882301
192,train193,0.1440067666546274,687.9127761994337,-7.173518458354899,-5.950465342935988,-4.895937215278223,-6.38514080718586,-7.517966699952058
193,train194,0.3868625762116863,907.8024343594644,-5.672741959729539,-5.321503953636828,-5.362985651128615,-3.4263423873761125,-8.064367485398517
194,train195,0.9628244977241088,1132.5298691697842,-5.301592356935979,-6.88579246650339,-3.9625763464091537,-6.44334322368132,-4.712995214550179
195,train196,1.3449538737287414,590.3170483553943,-6.283140281099618,-7.57642609117026,-3.3497878356309654,-8.705534741285593,-3.09292991698731
196,train197,1.371857354620886,753.671307225726,-8.246294525276317,-8.899421793890024,-4.219975256037378,-7.269682185943004,-8.88207315576107
197,train198,0.7833473766918044,1439.305768263307,-8.24422567581252,-6.280868011913519,-3.487734282653215,-8.668618494427175,-8.380646679610422
198,train199,1.04460152869108,891.7170274125033,-7.262608586686236,-7.721466466364661,-4.523607863197843,-8.602532313104518,-3.45775548525892
199,train200,0.8711704562397373,916.5257270163996,-6.413565536294558,-7.521749737783465,-5.054372131232028,-6.355300022518604,-5.54419296624131
200,train201,0.1457765577607232,1209.3367049989872,-5.297883369925641,-6.509949252174482,-3.514875106628513,-3.59308011071401,-8.053779440165876
201,train202,1.1842342989319845,635.7008251366634,-6.790252295737382,-7.533079658325208,-4.241758247104483,-7.214212362915143,-7.934655022452654
202,train203,1.3343615316295625,892.4306656080255,-5.815900296154749,-7.324364589110154,-4.41772000214808,-4.805175835149934,-4.00363741676093
203,train204,0.2933584700369207,571.3427421131261,-7.81250588121512,-6.855917576995465,-3.709763977556373,-6.579564179618727,-5.861618112520041
204,train205,1.101535750145273,689.3009716811177,-8.453296683398202,-7.174479673634114,-5.909308638784057,-3.0298577389824315,-5.484714497949948
